District,Year,Crop,Season,Area,total_crop_area,net_sown_area,rainfall_mm,yield
COIMBATORE,2003,Pump Kin,Whole Year,387,270474,,,0.0
COIMBATORE,2003,Redish,Whole Year,18,270474,,,0.0
COIMBATORE,2003,Ribed Guard,Whole Year,80,270474,,,0.0
COIMBATORE,2003,Snak Guard,Whole Year,108,270474,,,0.0
COIMBATORE,2003,Sugarcane,Whole Year,6299,270474,,,87.06493094141928
COIMBATORE,2003,Sweet potato,Whole Year,1,270474,,,14.0
COIMBATORE,2003,Tapioca,Whole Year,459,270474,,,30.989106753812635
COIMBATORE,2003,Tomato,Whole Year,4386,270474,,,11.90811673506612
COIMBATORE,2003,Turmeric,Whole Year,1786,270474,,,4.448488241881299
COIMBATORE,2003,Water Melon,Whole Year,21,270474,,,0.0
COIMBATORE,2003,Yam,Whole Year,5,270474,,,0.0
COIMBATORE,2004,Arhar/Tur,Kharif,296,297798,,,0.668918918918919
COIMBATORE,2004,Bajra,Kharif,460,297798,,,1.8804347826086956
COIMBATORE,2004,Castor seed,Kharif,236,297798,,,0.3686440677966102
COIMBATORE,2004,Cotton(lint),Kharif,11547,297798,,,1.2824110158482722
COIMBATORE,2004,Dry ginger,Kharif,1,297798,,,19.0
COIMBATORE,2004,Groundnut,Kharif,19147,297798,,,1.2653157152556536
COIMBATORE,2004,Horse-gram,Kharif,5056,297798,,,0.4877373417721519
COIMBATORE,2004,Jowar,Kharif,94888,297798,,,0.34031700531152514
COIMBATORE,2004,Maize,Kharif,24692,297798,,,1.1250202494735138
COIMBATORE,2004,Moong(Green Gram),Kharif,5435,297798,,,0.38160073597056116
COIMBATORE,2004,Other Kharif pulses,Kharif,17642,297798,,,0.2142047386917583
COIMBATORE,2004,Ragi,Kharif,167,297798,,,1.562874251497006
COIMBATORE,2004,Rice,Kharif,7239,297798,,,3.37809089653267
COIMBATORE,2004,Sesamum,Kharif,1125,297798,,,0.34844444444444445
COIMBATORE,2004,Small millets,Kharif,13,297798,,,1.3846153846153846
COIMBATORE,2004,Sunflower,Kharif,453,297798,,,1.0640176600441502
COIMBATORE,2004,Urad,Kharif,2186,297798,,,0.36688014638609334
COIMBATORE,2004,Gram,Rabi,4146,297798,,,0.7407139411480945
COIMBATORE,2004,Wheat,Rabi,15,297798,,,
COIMBATORE,2004,Arecanut,Whole Year,1574,297798,,,1.1715374841168995
COIMBATORE,2004,Banana,Whole Year,6102,297798,,,46.8159619796788
COIMBATORE,2004,Cardamom,Whole Year,813,297798,,,0.07749077490774908
COIMBATORE,2004,Cashewnut,Whole Year,292,297798,,,0.363013698630137
COIMBATORE,2004,Coconut,Whole Year,100160,297798,,,9.22723642172524
COIMBATORE,2004,Coriander,Whole Year,1827,297798,,,0.7274220032840722
COIMBATORE,2004,Dry chillies,Whole Year,1058,297798,,,0.44328922495274103
COIMBATORE,2004,Onion,Whole Year,1878,297798,,,11.26996805111821
COIMBATORE,2004,Sugarcane,Whole Year,5883,297798,,,115.55294917559068
COIMBATORE,2004,Sweet potato,Whole Year,2,297798,,,15.0
COIMBATORE,2004,Tapioca,Whole Year,579,297798,,,41.26770293609672
COIMBATORE,2004,Turmeric,Whole Year,1822,297798,,,5.316136114160264
COIMBATORE,2005,Arhar/Tur,Kharif,365,305666,,,0.5397260273972603
COIMBATORE,2005,Bajra,Kharif,412,305666,,,1.808252427184466
COIMBATORE,2005,Castor seed,Kharif,486,305666,,,0.3662551440329218
COIMBATORE,2005,Cotton(lint),Kharif,6436,305666,,,0.887197016780609
COIMBATORE,2005,Groundnut,Kharif,22515,305666,,,1.3533644237175217
COIMBATORE,2005,Horse-gram,Kharif,4261,305666,,,0.43111945552687164
COIMBATORE,2005,Jowar,Kharif,77490,305666,,,0.3662795199380565
COIMBATORE,2005,Maize,Kharif,21662,305666,,,
COIMBATORE,2005,Moong(Green Gram),Kharif,4456,305666,,,0.3543536804308797
COIMBATORE,2005,Other Kharif pulses,Kharif,12666,305666,,,0.24293383862308543
COIMBATORE,2005,Ragi,Kharif,69,305666,,,1.681159420289855
COIMBATORE,2005,Rice,Kharif,7406,305666,,,2.790305157980016
COIMBATORE,2005,Sesamum,Kharif,1478,305666,,,0.4837618403247632
COIMBATORE,2005,Small millets,Kharif,41,305666,,,0.6829268292682927
COIMBATORE,2005,Soyabean,Kharif,19,305666,,,
COIMBATORE,2005,Sunflower,Kharif,282,305666,,,1.2411347517730495
COIMBATORE,2005,Urad,Kharif,1863,305666,,,0.6988727858293076
COIMBATORE,2005,Gram,Rabi,4500,305666,,,0.7411111111111112
COIMBATORE,2005,Arecanut,Whole Year,1556,305666,,,2.872107969151671
COIMBATORE,2005,Banana,Whole Year,8056,305666,,,49.104394240317774
COIMBATORE,2005,Black pepper,Whole Year,128,305666,,,0.1953125
COIMBATORE,2005,Cardamom,Whole Year,869,305666,,,0.07825086306098965
COIMBATORE,2005,Cashewnut,Whole Year,303,305666,,,0.3795379537953795
COIMBATORE,2005,Coconut,Whole Year,101541,305666,,,0.10546478762273367
COIMBATORE,2005,Coriander,Whole Year,2086,305666,,,0.31112176414189835
COIMBATORE,2005,Dry chillies,Whole Year,1331,305666,,,0.5679939894815927
COIMBATORE,2005,Onion,Whole Year,2366,305666,,,11.622569737954354
COIMBATORE,2005,Sugarcane,Whole Year,8894,305666,,,139.1630312570272
COIMBATORE,2005,Tapioca,Whole Year,848,305666,,,38.21108490566038
COIMBATORE,2005,Tobacco,Whole Year,327,305666,,,1.4954128440366972
COIMBATORE,2005,Turmeric,Whole Year,2339,305666,,,7.638734501923899
COIMBATORE,2006,Rice,Kharif,6221,307098,,,3.859347371805176
COIMBATORE,2006,Small millets,Kharif,6,307098,,,1.0
COIMBATORE,2006,Wheat,Rabi,79,307098,,,
COIMBATORE,2006,Arecanut,Whole Year,1602,307098,,,2.3895131086142323
COIMBATORE,2006,Arhar/Tur,Whole Year,544,307098,,,0.7316176470588235
COIMBATORE,2006,Bajra,Whole Year,458,307098,,,1.8689956331877728
COIMBATORE,2006,Banana,Whole Year,9948,307098,,,39.84650180940893
COIMBATORE,2006,Black pepper,Whole Year,129,307098,,,0.1937984496124031
COIMBATORE,2006,Cardamom,Whole Year,869,307098,,,0.07825086306098965
COIMBATORE,2006,Cashewnut,Whole Year,294,307098,,,0.4557823129251701
COIMBATORE,2006,Castor seed,Whole Year,280,307098,,,0.3678571428571429
COIMBATORE,2006,Coconut,Whole Year,104197,307098,,,0.14231695730203364
COIMBATORE,2006,Coriander,Whole Year,1006,307098,,,0.45029821073558646
COIMBATORE,2006,Cotton(lint),Whole Year,3698,307098,,,1.762574364521363
COIMBATORE,2006,Dry chillies,Whole Year,1651,307098,,,2.0012113870381585
COIMBATORE,2006,Garlic,Whole Year,1,307098,,,4.0
COIMBATORE,2006,Gram,Whole Year,4191,307098,,,0.7411119064662371
COIMBATORE,2006,Groundnut,Whole Year,15645,307098,,,1.688974113135187
COIMBATORE,2006,Horse-gram,Whole Year,4688,307098,,,0.33852389078498296
COIMBATORE,2006,Jowar,Whole Year,79210,307098,,,0.7783234440095947
COIMBATORE,2006,Maize,Whole Year,21528,307098,,,5.385962467484207
COIMBATORE,2006,Moong(Green Gram),Whole Year,4395,307098,,,0.4004550625711035
COIMBATORE,2006,Onion,Whole Year,3223,307098,,,11.67793980763264
COIMBATORE,2006,Ragi,Whole Year,115,307098,,,2.7043478260869565
COIMBATORE,2006,Rapeseed &Mustard,Whole Year,1,307098,,,
COIMBATORE,2006,Sesamum,Whole Year,1183,307098,,,0.45646661031276414
COIMBATORE,2006,Sugarcane,Whole Year,9456,307098,,,138.0830160744501
COIMBATORE,2006,Sunflower,Whole Year,255,307098,,,1.8274509803921568
COIMBATORE,2006,Sweet potato,Whole Year,1,307098,,,17.0
COIMBATORE,2006,Tapioca,Whole Year,1173,307098,,,40.36061381074169
COIMBATORE,2006,Tobacco,Whole Year,348,307098,,,1.4942528735632183
COIMBATORE,2006,Turmeric,Whole Year,2789,307098,,,7.556830405163141
COIMBATORE,2006,Urad,Whole Year,2304,307098,,,0.6983506944444444
COIMBATORE,2007,Rice,Kharif,6479,305200,,,3.7746565828059886
COIMBATORE,2007,Small millets,Kharif,6,305200,,,1.3333333333333333
COIMBATORE,2007,Arecanut,Whole Year,1678,305200,,,1.9022646007151371
COIMBATORE,2007,Arhar/Tur,Whole Year,394,305200,,,0.700507614213198
COIMBATORE,2007,Bajra,Whole Year,569,305200,,,1.657293497363796
COIMBATORE,2007,Banana,Whole Year,12126,305200,,,36.4655286161966
COIMBATORE,2007,Black pepper,Whole Year,129,305200,,,0.1937984496124031
COIMBATORE,2007,Cardamom,Whole Year,808,305200,,,0.07797029702970297
COIMBATORE,2007,Cashewnut,Whole Year,280,305200,,,0.5714285714285714
COIMBATORE,2007,Castor seed,Whole Year,198,305200,,,0.3686868686868687
COIMBATORE,2007,Coconut,Whole Year,107106,305200,,,0.14917931768528372
COIMBATORE,2007,Coriander,Whole Year,1022,305200,,,0.5547945205479452
COIMBATORE,2007,Cotton(lint),Whole Year,1997,305200,,,1.3064596895343015
COIMBATORE,2007,Dry chillies,Whole Year,1782,305200,,,1.696969696969697
COIMBATORE,2007,Gram,Whole Year,5245,305200,,,0.7410867492850334
COIMBATORE,2007,Groundnut,Whole Year,14944,305200,,,1.8777435760171306
COIMBATORE,2007,Horse-gram,Whole Year,3333,305200,,,0.35283528352835286
COIMBATORE,2007,Jowar,Whole Year,74291,305200,,,0.45059293857937033
COIMBATORE,2007,Maize,Whole Year,21203,305200,,,5.276328821393199
COIMBATORE,2007,Moong(Green Gram),Whole Year,3339,305200,,,0.5849056603773585
COIMBATORE,2007,Onion,Whole Year,3372,305200,,,11.72508896797153
COIMBATORE,2007,Ragi,Whole Year,82,305200,,,2.0121951219512195
COIMBATORE,2007,Sesamum,Whole Year,982,305200,,,0.26782077393075354
COIMBATORE,2007,Small millets,Whole Year,10,305200,,,0.8
COIMBATORE,2007,Sugarcane,Whole Year,7174,305200,,,112.33802620574296
COIMBATORE,2007,Sunflower,Whole Year,438,305200,,,1.5890410958904109
COIMBATORE,2007,Tapioca,Whole Year,1123,305200,,,42.203027604630456
COIMBATORE,2007,Tobacco,Whole Year,531,305200,,,1.4952919020715632
COIMBATORE,2007,Turmeric,Whole Year,1907,305200,,,6.387519664394337
COIMBATORE,2007,Urad,Whole Year,2059,305200,,,0.26032054395337545
COIMBATORE,2008,Rice,Kharif,2573,186614,,,9.886125145744268
COIMBATORE,2008,Small millets,Kharif,8,186614,,,0.75
COIMBATORE,2008,Arecanut,Whole Year,1608,186614,,,2.0553482587064678
COIMBATORE,2008,Arhar/Tur,Whole Year,271,186614,,,0.24723247232472326
COIMBATORE,2008,Bajra,Whole Year,111,186614,,,13.945945945945946
COIMBATORE,2008,Banana,Whole Year,9805,186614,,,49.74421213666497
COIMBATORE,2008,Black pepper,Whole Year,127,186614,,,0.1968503937007874
COIMBATORE,2008,Cardamom,Whole Year,808,186614,,,0.07797029702970297
COIMBATORE,2008,Cashewnut,Whole Year,120,186614,,,1.175
COIMBATORE,2008,Castor seed,Whole Year,92,186614,,,0.8804347826086957
COIMBATORE,2008,Coconut,Whole Year,76902,186614,,,161.32220228342567
COIMBATORE,2008,Coriander,Whole Year,194,186614,,,1.288659793814433
COIMBATORE,2008,Cotton(lint),Whole Year,1184,186614,,,1.875
COIMBATORE,2008,Dry chillies,Whole Year,986,186614,,,0.7221095334685599
COIMBATORE,2008,Dry ginger,Whole Year,2,186614,,,20.0
COIMBATORE,2008,Gram,Whole Year,1620,186614,,,2.272222222222222
COIMBATORE,2008,Groundnut,Whole Year,8255,186614,,,3.3044215626892792
COIMBATORE,2008,Horse-gram,Whole Year,1939,186614,,,0.5353274883960805
COIMBATORE,2008,Jowar,Whole Year,34484,186614,,,0.5345667555967986
COIMBATORE,2008,Maize,Whole Year,5692,186614,,,25.67709065354884
COIMBATORE,2008,Moong(Green Gram),Whole Year,1565,186614,,,0.7175718849840256
COIMBATORE,2008,Onion,Whole Year,779,186614,,,37.481386392811295
COIMBATORE,2008,Ragi,Whole Year,43,186614,,,2.0
COIMBATORE,2008,Sesamum,Whole Year,873,186614,,,0.422680412371134
COIMBATORE,2008,Small millets,Whole Year,8,186614,,,0.75
COIMBATORE,2008,Sugarcane,Whole Year,2581,186614,,,314.7361487795428
COIMBATORE,2008,Sunflower,Whole Year,29,186614,,,14.689655172413794
COIMBATORE,2008,Sweet potato,Whole Year,2,186614,,,13.5
COIMBATORE,2008,Tapioca,Whole Year,797,186614,,,55.05018820577165
COIMBATORE,2008,Tobacco,Whole Year,132,186614,,,5.121212121212121
COIMBATORE,2008,Turmeric,Whole Year,1221,186614,,,10.197379197379197
COIMBATORE,2008,Urad,Whole Year,1094,186614,,,0.7760511882998172
COIMBATORE,2009,Rice,Kharif,2817,187128,,,3.508697195598154
COIMBATORE,2009,Small millets,Kharif,5,187128,,,1.0
COIMBATORE,2009,Arecanut,Whole Year,1651,187128,,,2.0133252574197456
COIMBATORE,2009,Arhar/Tur,Whole Year,272,187128,,,0.7647058823529411
COIMBATORE,2009,Bajra,Whole Year,123,187128,,,1.5040650406504066
COIMBATORE,2009,Banana,Whole Year,9617,187128,,,40.77040657169596
COIMBATORE,2009,Black pepper,Whole Year,129,187128,,,0.20930232558139536
COIMBATORE,2009,Cardamom,Whole Year,808,187128,,,0.07797029702970297
COIMBATORE,2009,Cashewnut,Whole Year,111,187128,,,0.5045045045045045
COIMBATORE,2009,Castor seed,Whole Year,80,187128,,,0.3625
COIMBATORE,2009,Coconut,Whole Year,79532,187128,,,14.46964743750943
COIMBATORE,2009,Coriander,Whole Year,357,187128,,,0.36134453781512604
COIMBATORE,2009,Cotton(lint),Whole Year,948,187128,,,3.1751054852320677
COIMBATORE,2009,Dry chillies,Whole Year,800,187128,,,0.53375
COIMBATORE,2009,Dry ginger,Whole Year,2,187128,,,16.0
COIMBATORE,2009,Gram,Whole Year,1989,187128,,,0.7239819004524887
COIMBATORE,2009,Groundnut,Whole Year,7201,187128,,,1.756839327871129
COIMBATORE,2009,Horse-gram,Whole Year,2009,187128,,,0.34196117471378795
COIMBATORE,2009,Jowar,Whole Year,33081,187128,,,0.4484447265802122
COIMBATORE,2009,Maize,Whole Year,5130,187128,,,5.552826510721248
COIMBATORE,2009,Moong(Green Gram),Whole Year,1822,187128,,,0.6849615806805708
COIMBATORE,2009,Onion,Whole Year,858,187128,,,14.609557109557109
COIMBATORE,2009,Ragi,Whole Year,80,187128,,,2.7125
COIMBATORE,2009,Sesamum,Whole Year,695,187128,,,0.29640287769784174
COIMBATORE,2009,Sugarcane,Whole Year,1813,187128,,,92.49972421400993
COIMBATORE,2009,Sunflower,Whole Year,7,187128,,,1.2857142857142858
COIMBATORE,2009,Sweet potato,Whole Year,1,187128,,,15.0
COIMBATORE,2009,Tapioca,Whole Year,600,187128,,,35.10166666666667
COIMBATORE,2009,Tobacco,Whole Year,235,187128,,,1.4936170212765958
COIMBATORE,2009,Turmeric,Whole Year,1285,187128,,,5.842023346303502
COIMBATORE,2009,Urad,Whole Year,1017,187128,,,0.3805309734513274
COIMBATORE,2010,Arhar/Tur,Kharif,316,231032,,,0.6772151898734177
COIMBATORE,2010,Castor seed,Kharif,32,231032,,,1.84375
COIMBATORE,2010,Cotton(lint),Kharif,878,231032,,,2.584282460136674
COIMBATORE,2010,Groundnut,Kharif,6440,231032,,,2.032608695652174
COIMBATORE,2010,Horse-gram,Kharif,1649,231032,,,0.3086719223771983
COIMBATORE,2010,Maize,Kharif,3847,231032,,,5.8518325968286975
COIMBATORE,2010,Moong(Green Gram),Kharif,1485,231032,,,0.4599326599326599
COIMBATORE,2010,Ragi,Kharif,57,231032,,,2.4035087719298245
COIMBATORE,2010,Rice,Kharif,2666,231032,,,3.9081020255063765
COIMBATORE,2010,Sunflower,Kharif,3,231032,,,1.3333333333333333
COIMBATORE,2010,Urad,Kharif,994,231032,,,0.6810865191146881
COIMBATORE,2010,Gram,Rabi,1619,231032,,,0.7177269919703521
COIMBATORE,2010,Sugarcane,Whole Year,1505,231032,,,116.42857142857143
COIMBATORE,2011,Bajra,Kharif,91,190762,,,2.208791208791209
COIMBATORE,2011,Cotton(lint),Kharif,1316,190762,,,3.971884498480243
COIMBATORE,2011,Groundnut,Kharif,5420,190762,,,2.511439114391144
COIMBATORE,2011,Jowar,Kharif,18112,190762,,,0.7210136925795053
COIMBATORE,2011,Maize,Kharif,2119,190762,,,8.004719207173196
COIMBATORE,2011,Ragi,Kharif,19,190762,,,2.6315789473684212
COIMBATORE,2011,Rice,Kharif,2629,190762,,,3.9885888170407
COIMBATORE,2011,Bajra,Rabi,3,190762,,,3.0
COIMBATORE,2011,Cotton(lint),Rabi,118,190762,,,2.7542372881355934
COIMBATORE,2011,Groundnut,Rabi,1657,190762,,,2.5817742908871453
COIMBATORE,2011,Jowar,Rabi,5002,190762,,,1.130547780887645
COIMBATORE,2011,Maize,Rabi,2325,190762,,,6.9531182795698925
COIMBATORE,2011,Rapeseed &Mustard,Rabi,3,190762,,,0.3333333333333333
COIMBATORE,2011,Wheat,Rabi,3,190762,,,
COIMBATORE,2011,Arecanut,Whole Year,1732,190762,,,1.8937644341801385
COIMBATORE,2011,Arhar/Tur,Whole Year,309,190762,,,0.8705501618122977
COIMBATORE,2011,Banana,Whole Year,8634,190762,,,39.36692147324531
COIMBATORE,2011,Black pepper,Whole Year,129,190762,,,0.20930232558139536
COIMBATORE,2011,Cardamom,Whole Year,808,190762,,,0.07797029702970297
COIMBATORE,2011,Cashewnut,Whole Year,105,190762,,,0.26666666666666666
COIMBATORE,2011,Castor seed,Whole Year,32,190762,,,0.34375
COIMBATORE,2011,Coconut,Whole Year,82704,190762,,,15123.81505126717
COIMBATORE,2011,Coriander,Whole Year,173,190762,,,0.4682080924855491
COIMBATORE,2011,Dry chillies,Whole Year,628,190762,,,0.43630573248407645
COIMBATORE,2011,Dry ginger,Whole Year,1,190762,,,11.0
COIMBATORE,2011,Gram,Whole Year,1562,190762,,,0.6427656850192062
COIMBATORE,2011,Horse-gram,Whole Year,1661,190762,,,0.47019867549668876
COIMBATORE,2011,Moong(Green Gram),Whole Year,1922,190762,,,0.6061394380853278
COIMBATORE,2011,Onion,Whole Year,891,190762,,,11.937149270482603
COIMBATORE,2011,Small millets,Whole Year,2,190762,,,1.0
COIMBATORE,2011,Sugarcane,Whole Year,1484,190762,,,129.66644204851752
COIMBATORE,2011,Sunflower,Whole Year,48,190762,,,1.8333333333333333
COIMBATORE,2011,Tapioca,Whole Year,652,190762,,,37.66257668711656
COIMBATORE,2011,Tobacco,Whole Year,86,190762,,,2.697674418604651
COIMBATORE,2011,Turmeric,Whole Year,2454,190762,,,11.381825590872046
COIMBATORE,2011,Urad,Whole Year,1391,190762,,,0.7117181883537024
COIMBATORE,2012,Arhar/Tur,Kharif,212,192346,,,0.41509433962264153
COIMBATORE,2012,Castor seed,Kharif,64,192346,,,0.17796875
COIMBATORE,2012,Cotton(lint),Kharif,558,192346,,,1.7544802867383513
COIMBATORE,2012,Groundnut,Kharif,5434,192346,,,1.5732425469267575
COIMBATORE,2012,Horse-gram,Kharif,1616,192346,,,0.3948019801980198
COIMBATORE,2012,Maize,Kharif,4601,192346,,,3.6772440773744837
COIMBATORE,2012,Moong(Green Gram),Kharif,1398,192346,,,0.2145922746781116
COIMBATORE,2012,Ragi,Kharif,25,192346,,,1.88
COIMBATORE,2012,Rice,Kharif,2156,192346,,,3.6595547309833023
COIMBATORE,2012,Sunflower,Kharif,4,192346,,,1.25
COIMBATORE,2012,Urad,Kharif,987,192346,,,0.5329280648429585
COIMBATORE,2012,Gram,Rabi,1295,192346,,,0.7173745173745174
COIMBATORE,2012,Sugarcane,Whole Year,1404,192346,,,105.29985754985755
COIMBATORE,2013,Bajra,Kharif,56,194022,,,2.2857142857142856
COIMBATORE,2013,Castor seed,Kharif,66,194022,,,0.3484848484848485
COIMBATORE,2013,Cotton(lint),Kharif,336,194022,,,2.2857142857142856
COIMBATORE,2013,Groundnut,Kharif,4341,194022,,,2.4851416724257085
COIMBATORE,2013,Horse-gram,Kharif,969,194022,,,0.9597523219814241
COIMBATORE,2013,Jowar,Kharif,18516,194022,,,0.8984661914020307
COIMBATORE,2013,Maize,Kharif,3082,194022,,,6.536988968202466
COIMBATORE,2013,Moong(Green Gram),Kharif,677,194022,,,0.7178729689807977
COIMBATORE,2013,Onion,Kharif,708,194022,,,17.0
COIMBATORE,2013,Ragi,Kharif,8,194022,,,2.75
COIMBATORE,2013,Rice,Kharif,2158,194022,,,4.698331788693235
COIMBATORE,2013,Sunflower,Kharif,1,194022,,,2.0
COIMBATORE,2013,Urad,Kharif,646,194022,,,0.8405572755417957
COIMBATORE,2013,Bajra,Rabi,18,194022,,,2.0
COIMBATORE,2013,Cotton(lint),Rabi,12,194022,,,2.4166666666666665
COIMBATORE,2013,Groundnut,Rabi,714,194022,,,2.242296918767507
COIMBATORE,2013,Horse-gram,Rabi,880,194022,,,0.9545454545454546
COIMBATORE,2013,Jowar,Rabi,6485,194022,,,0.997532767925983
COIMBATORE,2013,Maize,Rabi,2361,194022,,,6.6285472257518
COIMBATORE,2013,Moong(Green Gram),Rabi,297,194022,,,0.8080808080808081
COIMBATORE,2013,Onion,Rabi,78,194022,,,8.474358974358974
COIMBATORE,2013,Ragi,Rabi,2,194022,,,4.0
COIMBATORE,2013,Rapeseed &Mustard,Rabi,3,194022,,,0.3333333333333333
COIMBATORE,2013,Urad,Rabi,153,194022,,,0.8562091503267973
COIMBATORE,2013,Arecanut,Whole Year,1817,194022,,,2.0286186020913592
COIMBATORE,2013,Arhar/Tur,Whole Year,544,194022,,,0.9669117647058824
COIMBATORE,2013,Banana,Whole Year,7412,194022,,,43.781165677280086
COIMBATORE,2013,Black pepper,Whole Year,128,194022,,,0.203125
COIMBATORE,2013,Cardamom,Whole Year,808,194022,,,0.07797029702970297
COIMBATORE,2013,Cashewnut,Whole Year,103,194022,,,0.2815533980582524
COIMBATORE,2013,Coconut,Whole Year,84531,194022,,,14337.935195372113
COIMBATORE,2013,Coriander,Whole Year,138,194022,,,0.34782608695652173
COIMBATORE,2013,Dry chillies,Whole Year,481,194022,,,0.27234927234927236
COIMBATORE,2013,Gram,Whole Year,1162,194022,,,0.697934595524957
COIMBATORE,2013,Sugarcane,Whole Year,1170,194022,,,103.57350427350427
COIMBATORE,2013,Sweet potato,Whole Year,2,194022,,,21.0
COIMBATORE,2013,Tapioca,Whole Year,340,194022,,,29.923529411764704
COIMBATORE,2013,Tobacco,Whole Year,100,194022,,,1.59
COIMBATORE,2013,Turmeric,Whole Year,1203,194022,,,5.379883624272652
CUDDALORE,1997,Banana,Kharif,3201,1003682,,,24.77132146204311
CUDDALORE,1997,Horse-gram,Kharif,90,1003682,,,0.5555555555555556
CUDDALORE,1997,Onion,Kharif,42,1003682,,,8.095238095238095
CUDDALORE,1997,Sesamum,Kharif,6863,1003682,,,0.5595220748943611
CUDDALORE,1997,Small millets,Kharif,1718,1003682,,,1.1059371362048893
CUDDALORE,1997,Arhar/Tur,Whole Year,461,1003682,,,0.49891540130151846
CUDDALORE,1997,Bajra,Whole Year,6184,1003682,,,2.445019404915912
CUDDALORE,1997,Banana,Whole Year,3459,1003682,,,29.632841861809773
CUDDALORE,1997,Cashewnut,Whole Year,24185,1003682,,,0.15381434773620012
CUDDALORE,1997,Castor seed,Whole Year,10,1003682,,,1.0
CUDDALORE,1997,Coriander,Whole Year,5101,1003682,,,0.08233679670652813
CUDDALORE,1997,Cotton(lint),Whole Year,2147,1003682,,,1.3227759664648346
CUDDALORE,1997,Dry chillies,Whole Year,253,1003682,,,0.5928853754940712
CUDDALORE,1997,Groundnut,Whole Year,40268,1003682,,,2.113837290155955
CUDDALORE,1997,Jowar,Whole Year,2677,1003682,,,0.885319387373926
CUDDALORE,1997,Maize,Whole Year,3,1003682,,,3.3333333333333335
CUDDALORE,1997,Moong(Green Gram),Whole Year,4441,1003682,,,0.761089844629588
CUDDALORE,1997,Onion,Whole Year,121,1003682,,,7.603305785123967
CUDDALORE,1997,Pulses total,Whole Year,43239,1003682,,,0.5730937348227295
CUDDALORE,1997,Ragi,Whole Year,789,1003682,,,2.699619771863118
CUDDALORE,1997,Rapeseed &Mustard,Whole Year,17,1003682,,,0.5882352941176471
CUDDALORE,1997,Rice,Whole Year,116625,1003682,,,3.0706109324758843
CUDDALORE,1997,Sugarcane,Whole Year,23826,1003682,,,1188.7014186183162
CUDDALORE,1997,Sunflower,Whole Year,19,1003682,,,1.0526315789473684
CUDDALORE,1997,Sweet potato,Whole Year,124,1003682,,,14.516129032258064
CUDDALORE,1997,Tapioca,Whole Year,6743,1003682,,,39.129467596025506
CUDDALORE,1997,Tobacco,Whole Year,21,1003682,,,1.4285714285714286
CUDDALORE,1997,Total foodgrain,Whole Year,171235,1003682,,,2.3620755102636726
CUDDALORE,1997,Turmeric,Whole Year,12,1003682,,,5.833333333333333
CUDDALORE,1997,Urad,Whole Year,37967,1003682,,,0.5549556193536492
CUDDALORE,1998,Arhar/Tur,Kharif,4352,319798,,,0.8639705882352942
CUDDALORE,1998,Bajra,Kharif,11886,319798,,,2.6050816086151776
CUDDALORE,1998,Cotton(lint),Kharif,2299,319798,,,1.7603305785123966
CUDDALORE,1998,Groundnut,Kharif,50001,319798,,,2.4549509009819803
CUDDALORE,1998,Horse-gram,Kharif,324,319798,,,0.5
CUDDALORE,1998,Jowar,Kharif,5940,319798,,,1.0722222222222222
CUDDALORE,1998,Maize,Kharif,30,319798,,,1.6666666666666667
CUDDALORE,1998,Moong(Green Gram),Kharif,4037,319798,,,0.519940549913302
CUDDALORE,1998,Pulses total,Kharif,61861,319798,,,0.6232036339535411
CUDDALORE,1998,Ragi,Kharif,1153,319798,,,2.181266261925412
